,Nombre,Apellido Paterno,Apellido Materno,fecha,producto,P1,P2,P3,P4,P5
12402,Sofía,Ojeda,León,2020-01-05,Producto Y,3,4,4,1,-1
12403,Liliana,Espinoza,Muñiz,2020-01-02,Producto X,4,3,5,4,-1
12404,Absalón,Aragón,Villegas,2020-02-01,Producto X,5,4,5,5,5
12405,Manuel,Serrato,Costa,2020-01-10,Producto X,4,3,4,-1,4
12406,Sergio,Zúñiga,Banda,2020-01-05,Producto Y,4,3,3,4,3
12407,Margarita,Madera,Montero,2020-02-19,Producto X,5,5,4,4,5
12408,Maximiliano,Ponce,Villegas,2020-01-10,Producto Y,5,5,4,2,2
12409,Liana,Acosta,Espinosa,2020-01-06,Producto Y,3,3,4,3,3
12410,Ivana,Roldán,Sánchez,2020-01-25,Producto X,4,3,4,4,4
12411,Diana,Banda,Jaime,2020-01-08,Producto Y,4,-1,4,2,5
12412,Rigoberto,Magaña,Ávalos,2020-01-17,Producto X,-1,-1,5,5,5
12413,Reyna,Lerma,Adaro,2020-03-25,Producto X,5,5,-1,5,5
12414,Ava,Lovato,De oliveira,2020-03-03,Producto X,5,5,4,4,-1
12415,Rita,Maya,Sánchez,2020-02-28,Producto X,4,5,-1,5,5
12416,Luis,Polanco,Alanis,2020-01-25,Producto X,4,5,3,5,4
12417,Raúl,Treviño,Cernades,2020-02-11,Producto X,5,5,5,5,5
12418,Ximena,Girón,Couto,2020-01-23,Producto Y,3,4,4,2,-1
12419,Isabel,Rosado,Meraz,2020-02-16,Producto X,4,4,5,4,4
12420,Carina,Sauceda,Crespo,2020-03-28,Producto X,5,5,2,5,5
12421,Felipa,Barela,Echevarría,2020-02-29,Producto X,3,5,5,3,5
12422,Marcos,Gamez,Montez,2020-01-26,Producto X,3,5,5,4,5
12423,Guillermo,Delrío,Luevano,2020-01-16,Producto X,4,5,5,5,4
12424,Alison,Lebrón,Camarillo,2020-03-22,Producto X,5,4,-1,3,5
12425,Venus,Mondragón,Naranjo,2020-01-01,Producto X,4,5,4,5,-1
12426,Claudia,Pedroza,Quiñónez,2020-01-14,Producto X,5,5,5,3,-1
12427,Ilana,Garza,Robledo,2020-02-12,Producto X,-1,5,5,4,4
12428,Esteban,Sena,Sierra,2020-01-23,Producto X,5,4,4,5,5
12429,Perla,Adauto,Cazares,2020-01-09,Producto X,3,4,5,4,4
12430,Agnano,Gaitán,Dantas,2020-01-03,Producto X,5,5,4,3,5
12431,Claudio,Verduzco,Becerra,2020-02-17,Producto X,5,5,5,5,5
12432,Nuria,Olivares,Da souza,2020-03-27,Producto X,5,4,4,4,3
12433,Marcos,Alcala,Baca,2020-03-12,Producto X,4,5,4,-1,5
12434,Raquel,Mourao,Villagómez,2020-01-16,Producto X,5,5,-1,3,4
12435,Camila,Negrete,Vázquez,2020-01-05,Producto Y,1,4,4,3,4
12436,Juana,Amador,Niño,2020-02-02,Producto X,-1,5,4,5,5
12437,Nataniel,Tovar,Alonso,2020-02-29,Producto X,5,5,5,-1,5
12438,Dión,Cano,Rosado,2020-02-21,Producto Y,2,5,5,5,-1
12439,Alexia,Lebrón,Batista,2020-02-24,Producto X,5,4,5,5,5
12440,Fortunata,Garrido,Orozco,2020-02-01,Producto Y,4,4,-1,4,3
12441,Hermosa,Cano,Jimínez,2020-02-07,Producto X,5,5,4,5,4
12442,Milagros,Goncalves,Almanza,2020-01-11,Producto Y,1,5,4,4,-1
12443,Sierra,Neves,Da cunha,2020-03-14,Producto X,5,5,2,5,5
12444,Estefaní­a,Saavedra,Amador,2020-02-10,Producto Y,3,2,2,3,5
12445,José,Regueiro,Armenta,2020-02-19,Producto X,5,4,5,5,5
12446,Sergio,Fajardo,Peres,2020-01-27,Producto X,5,4,5,5,5
12447,Graciana,Palomino,Trujillo,2020-03-30,Producto X,4,4,-1,5,5
12448,Susana,Portuguez,Luna,2020-02-17,Producto X,4,5,3,5,5
12449,Libertad,Bueno,Vélez,2020-03-20,Producto X,4,5,4,5,4
12450,Esmeralda,Verdugo,Martos,2020-01-16,Producto X,4,-1,4,4,-1
12451,Brisa,Niño,Valdivia,2020-03-15,Producto X,-1,5,4,5,-1
12452,Liana,Da cruz,Maldonado,2020-03-09,Producto X,3,5,4,-1,5
12453,Angelina,Meres,Zapata,2020-02-21,Producto X,5,5,-1,4,5
12454,Hugo,Camacho,Mideros,2020-01-31,Producto X,4,5,5,5,5
12455,Santiago,Tejada,Echevarría,2020-01-10,Producto Y,4,3,4,3,4
12456,Candelaria,Freitas,Beltrán,2020-04-09,Producto X,4,5,5,4,5
12457,Amanda,Samaniego,Guerrero,2020-03-13,Producto X,5,5,5,5,5
12458,Abigail,Oquendo,Tamayo,2020-03-03,Producto X,4,3,4,5,-1
12459,Agustina,Barreto,Feliciano,2020-02-04,Producto X,2,2,3,5,5
12460,Diana,Portuguez,Peña,2020-03-12,Producto X,5,5,5,4,5
12461,Santiago,Zelaya,Beltrán,2020-01-10,Producto X,5,5,4,5,5
12462,Marcos,Zapata,Rael,2020-02-28,Producto Y,4,3,5,5,2
12463,Brisa,Gálvez,Núñez,2020-02-04,Producto X,5,5,4,5,5
12464,Eduardo,Dantas,Lira,2020-01-01,Producto Y,3,-1,5,4,3
12465,Absalón,Baeza,Garza,2020-03-01,Producto X,-1,5,4,-1,4
12466,Gianina,Rascón,Linares,2020-02-28,Producto X,4,-1,5,5,4
12467,Alexia,Moura,Toledo,2020-01-30,Producto X,-1,4,4,-1,-1
12468,Estela,Freitas,Almonte,2020-01-09,Producto X,5,4,-1,5,4
12469,Belinda,Olivárez,Coronado,2020-04-08,Producto X,4,5,5,4,5
12470,Lorena,Palomo,Grijalva,2020-03-10,Producto X,5,5,5,5,5
12471,Hermosa,Alemán,Véliz,2020-03-28,Producto X,5,-1,3,5,5
12472,Paz,Menejes,Atencio,2020-02-08,Producto X,5,4,5,5,5
12473,Fortunata,PiÑeiro,Bustos,2020-02-15,Producto X,5,-1,5,5,5
12474,Felix,Luján,Fonseca,2020-01-30,Producto X,4,3,-1,5,5
12475,Antonio,Portuguez,Vigil,2020-04-06,Producto X,5,5,4,5,5
12476,Isaac,Garza,Sedillo,2020-01-10,Producto Y,4,3,3,-1,2
12477,Aurora,Palomo,Ortega,2020-03-16,Producto X,5,4,5,4,4
12478,Reina,Baes,Sánchez,2020-03-08,Producto X,5,5,5,3,5
12479,Celina,Frías,Melgar,2020-03-12,Producto X,5,4,4,5,4
12480,Rolando,Ulibarri,de Anda,2020-03-24,Producto X,5,5,4,4,5
12481,Catalina,Pinheiro,Armendáriz,2020-02-02,Producto X,-1,5,5,5,4
12482,Sabrina,Anguiano,Brito,2020-03-04,Producto X,4,4,5,3,5
12483,Fabio,Terán,Nazario,2020-02-26,Producto X,4,4,5,4,5
12484,Brisa,Texeira,Lira,2020-01-11,Producto X,4,4,5,4,4
12485,Cintia,Abrego,Juárez,2020-01-09,Producto X,-1,5,4,5,4
12486,Brunela,Godoy,Noronha,2020-03-08,Producto X,5,5,4,5,5
12487,Oscar,Gallegos,Bustamante,2020-02-10,Producto X,5,5,-1,5,4
12488,Zoe,García,Chávez,2020-03-10,Producto X,5,4,3,5,3
12489,Marcia,Barreto,Do nacimento,2020-01-15,Producto X,4,4,5,5,5
12490,Enrique,Ortega,Cepeda,2020-01-31,Producto X,5,-1,5,5,5
12491,Jacinta,Neves,Casal,2020-02-09,Producto X,5,5,5,4,5
12492,Octavia,Guajardo,Tenemas,2020-03-29,Producto X,-1,5,5,5,4
12493,Rebeca,Mojica,Dacunha,2020-04-10,Producto X,3,5,4,5,5
12494,Nuria,Avilés,Ribeyro,2020-01-05,Producto Y,5,4,4,-1,5
12495,Camila,Mateo,Guardado,2020-03-17,Producto X,5,-1,4,3,5
12496,Rosa,Santana,Torres,2020-04-09,Producto X,4,5,4,5,5
12497,Uma,Borrego,Almeida,2020-02-12,Producto Y,-1,4,3,3,-1
12498,Yesenia,Jáquez,Montez,2020-01-14,Producto X,4,5,4,4,5
12499,Ivana,Garibay,Alcántar,2020-02-21,Producto X,4,4,4,4,5
12500,Adán,Morello,Cotto,2020-01-28,Producto X,5,-1,5,4,-1
12501,Ximena,Luján,Do carmo,2020-02-25,Producto X,5,5,3,-1,5
12502,Jacinta,Goncalves,Luevano,2020-03-24,Producto X,3,4,5,4,5
12503,Adoración,Domingues,Pessoa,2020-01-16,Producto X,5,4,4,5,5
12504,Francisco,Cintrón,Adorno,2020-03-03,Producto X,5,-1,4,3,5
12505,Nicolás,Martos,Cedillo,2020-01-04,Producto Y,3,4,3,-1,4
12506,Flora,Sauceda,Pessoa,2020-01-10,Producto X,-1,3,3,5,5
12507,Ilana,Alemán,Castillo,2020-02-22,Producto X,-1,5,5,4,-1
12508,Amara,Munguía,Soto,2020-02-29,Producto X,3,5,4,5,4
12509,Zoe,Cisneros,Vela,2020-04-11,Producto X,4,5,4,5,5
12510,Nuria,Medrano,Leal,2020-02-03,Producto X,4,5,5,5,5
12511,Azalea,Ruelas,Regueiro,2020-01-06,Producto Y,2,4,1,2,3
12512,Ava,Souza,Amaya,2020-03-31,Producto X,-1,4,5,4,5
12513,Marcia,Ochoa,Mello,2020-01-07,Producto X,5,5,5,-1,5
12514,Yolanda,Padilla,Fernandes,2020-01-09,Producto X,5,-1,4,4,-1
12515,Abraham,Guimarey,Gurule,2020-01-21,Producto X,5,-1,4,5,5
12516,Estrella,Fonseca,Nava,2020-01-18,Producto Y,3,-1,3,3,4
12517,Orlando,Seijas,Fonseca,2020-03-02,Producto X,4,4,5,5,5
12518,Manuel,Vásquez,Olvera,2020-01-09,Producto X,3,4,5,5,5
12519,Pablo,Ávalos,Oliveyra,2020-01-16,Producto X,-1,5,4,5,1
12520,Emma,Mayorga,Galarza,2020-01-10,Producto X,3,5,5,5,3
12521,Rigoberto,Serna,Méndez,2020-01-14,Producto Y,5,4,2,4,5
12522,Evelina,Cintrón,Castañeda,2020-02-05,Producto X,5,4,5,-1,-1
12523,Viviana,Garza,Madrid,2020-01-17,Producto X,5,5,5,5,5
12524,Elaine,Da conceicao,Angobaldo,2020-02-25,Producto Y,3,1,4,-1,2
12525,Gerardo,Godínez,Leyva,2020-02-26,Producto X,5,-1,-1,5,5
12526,Gema,Feliciano,Godínez,2020-03-02,Producto X,4,5,-1,4,-1
12527,Linda,Da fieno,Escamilla,2020-02-08,Producto X,5,5,5,-1,4
12528,Ilana,Polanco,Echevarría,2020-04-08,Producto X,5,4,4,5,5
12529,Teodoro,Guzmán,Ruiz,2020-02-11,Producto X,5,5,5,5,5
12530,Solana,Zavala,Armenta,2020-01-24,Producto X,5,5,5,4,5
12531,Marcos,Granados,Esparza,2020-03-12,Producto X,4,4,5,4,4
12532,Jimena,Olivo,Feliciano,2020-03-13,Producto X,4,5,5,5,4
12533,Fidel,Ortiz,Terrazas,2020-01-22,Producto X,-1,5,5,4,3
12534,Fernando,Da rosa,Almeida,2020-03-26,Producto X,4,5,5,5,4
12535,Aurora,Baeza,Almaraz,2020-01-28,Producto Y,4,1,5,3,4
12536,Azalea,Figueroa,Torres,2020-02-08,Producto X,5,5,5,3,5
12537,Felipe,Sisneros,Marroquín,2020-01-30,Producto X,4,5,4,4,4
12538,Iván,Prieto,Couto,2020-03-14,Producto X,4,3,-1,5,4
12539,Ximena,Canales,Jaramillo,2020-01-02,Producto X,4,5,5,5,5
12540,Alberto,Zelaya,Frías,2020-02-04,Producto X,5,5,3,5,4
12541,Linda,Minauro,Sevilla,2020-03-31,Producto X,4,-1,5,4,5
12542,Martí­n,Leandro,Salinas,2020-02-05,Producto X,5,-1,5,5,5
12543,Felipa,Barroso,Águilar,2020-01-21,Producto X,4,5,5,5,3
12544,Miguel,Araña,Quezada,2020-02-07,Producto X,4,5,5,-1,4
12545,Pablo,González,Huerta,2020-03-25,Producto X,5,4,5,4,5
12546,Anastacio,Ornelas,Olmos,2020-03-23,Producto X,4,3,5,5,2
12547,Raúl,Ojeda,Merino,2020-01-27,Producto X,4,3,5,5,5
12548,Belinda,Angulo,Zarate,2020-01-25,Producto X,5,5,5,5,5
12549,Irene,Barrera,Villarreal,2020-03-11,Producto X,5,5,5,-1,5
12550,Dión,Centeno,Cuellar,2020-01-11,Producto Y,4,2,4,4,4
12551,Marcela,Toledo,Armendáriz,2020-02-11,Producto Y,5,3,3,4,4
12552,Silvestre,Caldera,Gálvez,2020-04-13,Producto X,4,4,4,5,5
12553,Brunela,Laureano,Curiel,2020-02-28,Producto X,3,3,5,4,5
12554,Verónica,Rentería,Cano,2020-04-01,Producto X,5,5,-1,4,4
12555,Ivana,Luna,Bonilla,2020-02-24,Producto Y,2,4,4,2,3
12556,Fe,Monroy,Pulido,2020-02-10,Producto X,-1,3,5,3,-1
12557,Violeta,Patiño,Campos,2020-03-21,Producto X,5,4,3,5,-1
12558,Esmeralda,Coronado,Reynoso,2020-03-22,Producto X,5,4,4,5,4
12559,Ilana,Nájera,Concepción,2020-01-09,Producto X,3,5,-1,5,5
12560,Lana,Tijerina,Limón,2020-02-22,Producto X,-1,5,5,4,4
12561,Renee,Valverde,Faura,2020-01-19,Producto X,5,5,3,5,5
12562,Fátima,Gaytán,Santana,2020-01-18,Producto X,5,-1,5,5,5
12563,Carla,Guillen,Carbajal,2020-01-13,Producto X,5,4,5,4,5
12564,Isabel,Monroy,Barajas,2020-01-22,Producto Y,3,5,-1,2,1
12565,Ramón,Riojas,Macías,2020-03-31,Producto X,5,4,5,4,-1
12566,Francisco,Botello,Mares,2020-01-20,Producto X,4,5,5,4,5
12567,Verónica,Alba,Navarrete,2020-03-02,Producto X,5,5,5,5,5
12568,Solana,Vargas,Perales,2020-01-07,Producto X,5,3,4,5,4
12569,Alfonso,Sevilla,Figueroa,2020-03-03,Producto X,5,5,4,4,3
12570,Elí­as,Almaraz,Moura,2020-01-06,Producto X,5,5,-1,5,5
12571,Diógenes,Niño,Casárez,2020-03-31,Producto X,4,3,-1,4,-1
12572,Eugenia,Calderón,Cavazos,2020-03-12,Producto X,3,5,4,5,5
12573,Bianca,Daga,Fuentes,2020-02-27,Producto X,5,5,5,4,4
12574,Paulina,Porras,Pichardo,2020-01-12,Producto X,5,4,3,5,-1
12575,Jennifer,Ocasio,Quiñónez,2020-03-24,Producto X,5,5,2,5,4
12576,Frida,Peña,Bravo,2020-01-05,Producto X,-1,5,3,5,4
12577,Alana,Leiva,Aguirre,2020-02-08,Producto X,-1,5,5,4,5
12578,Teresa,Reyes,Abeyta,2020-01-22,Producto X,5,4,5,-1,4
12579,Set,Mireles,Salas,2020-01-16,Producto X,5,5,5,4,4
12580,René,Zamora,Calderón,2020-01-13,Producto X,4,4,5,5,4
12581,Marta,Gálvez,Da nobrega,2020-03-22,Producto X,5,3,5,5,4
12582,Brenda,Armijo,Gómez,2020-01-01,Producto Y,5,3,1,4,3
12583,Maricela,Olvera,Segura,2020-01-12,Producto X,5,-1,4,4,5
12584,Segunda,Cabrera,Gaytán,2020-01-15,Producto Y,3,3,3,3,5
12585,Shakira,Tijerina,Martos,2020-03-01,Producto X,5,5,4,5,5
12586,Liliana,Olvera,Piña,2020-02-11,Producto X,5,5,5,5,5
12587,Joana,Enríquez,Duarte,2020-01-10,Producto X,5,5,5,5,5
12588,Luperco,Portillo,Menchaca,2020-02-02,Producto X,5,5,5,5,5
12589,Enrique,Lomeli,Godoy,2020-02-28,Producto X,5,5,5,5,5
12590,Cristina,Ballesteros,Lemus,2020-03-10,Producto X,4,5,3,5,5
12591,Rafael,Gamez,Carvajal,2020-02-22,Producto X,5,5,-1,5,5
12592,Victor,Naranjo,Roybal,2020-03-20,Producto X,5,4,5,-1,5
12593,Eva,Mendoza,Hidalgo,2020-01-19,Producto Y,4,5,3,5,5
12594,Luana,Urbina,Montoya,2020-01-26,Producto X,3,4,5,4,5
12595,Celina,Vives,Alburqueque,2020-02-04,Producto X,4,3,4,5,5
12596,Patricia,Mateo,Delafuente,2020-03-18,Producto X,4,4,5,5,4
12597,Violeta,Rendón,Cotto,2020-03-17,Producto X,3,5,5,5,2
12598,Stefano,Matías,Ruiz,2020-01-09,Producto X,4,4,5,5,5
12599,Adriana,Almaraz,Alejandro,2020-01-01,Producto X,5,5,4,5,4
12600,Lorena,Navarro,Villegas,2020-03-12,Producto X,4,4,4,5,5
12601,Gisela,Vergara,Aguirre,2020-02-11,Producto X,5,3,5,5,-1
12602,Ángelo,Pulido,Valentín,2020-03-29,Producto X,5,5,4,4,4
12603,Malena,Marrero,Pulido,2020-03-12,Producto X,-1,4,5,5,5
12604,Lola,Nevárez,Ojeda,2020-02-12,Producto X,5,4,5,5,5
12605,Margarita,Terán,Serrato,2020-02-16,Producto X,5,5,5,5,4
12606,Valentí­n,Galarza,Calvillo,2020-02-19,Producto X,5,5,5,3,5
12607,Iván,Nieves,Pichardo,2020-01-16,Producto X,-1,4,4,5,4
12608,Malvina,De sousa,Duran,2020-02-08,Producto Y,3,4,2,-1,2
12609,Uma,Do carmo,Estrada,2020-01-07,Producto Y,5,1,5,4,5
12610,María,Adorno,Sandoval,2020-01-28,Producto X,5,4,3,5,3
12611,Manuela,Irizarry,Chacón,2020-03-31,Producto X,5,4,5,5,4
12612,Candelaria,Estévez,Vanegas,2020-04-05,Producto X,4,4,3,4,5
12613,Carina,Molina,Ceja,2020-01-02,Producto X,4,5,5,5,4
12614,Felipa,Álvarez,Delagarza,2020-04-02,Producto X,3,5,4,3,5
12615,Xavier,Veiga,Terán,2020-02-16,Producto X,5,5,3,-1,5
12616,Tía,Regalado,Griego,2020-03-24,Producto X,5,5,5,5,5
12617,Carisa,Cruz,Escamilla,2020-01-27,Producto Y,2,4,3,5,5
12618,Abrán,Alvarado,Batista,2020-02-22,Producto Y,5,2,2,5,4
12619,Ada,Orozco,Gaona,2020-02-14,Producto X,5,4,4,3,4
12620,Luana,Freitas,Collazo,2020-02-16,Producto Y,2,5,3,4,4
12621,Natalia,Segovia,Meres,2020-01-26,Producto X,-1,5,5,5,5
12622,Liliana,Carrasco,Posada,2020-03-04,Producto X,5,5,5,4,4
12623,Isabel,Vigil,Ortiz,2020-03-12,Producto X,5,4,5,5,5
12624,Teresa,Zaragoza,Valverde,2020-02-07,Producto X,-1,5,5,5,5
12625,Flora,Lobato,Rosas,2020-02-17,Producto X,5,5,5,5,5
12626,Carla,Casares,Delrío,2020-01-19,Producto Y,3,4,4,5,4
12627,Dora,Alcala,Guardado,2020-04-10,Producto X,5,3,4,5,4
12628,Silvestre,Urías,Casanova,2020-01-25,Producto X,5,5,5,5,4
12629,Cintia,Vasconcellos,Villanueva,2020-03-13,Producto X,4,5,4,4,4
12630,Marianela,Alvarado,Villaseñor,2020-01-26,Producto X,5,4,-1,4,5
12631,Fe,Villegas,Tafoya,2020-01-18,Producto X,3,4,5,5,-1
12632,Victoria,Quezada,Covarrubias,2020-02-07,Producto X,5,4,4,4,5
12633,Benjamí­n,García,Melgar,2020-04-03,Producto X,5,4,5,5,-1
12634,Doria,Merino,Casillas,2020-01-23,Producto X,-1,4,5,4,5
12635,Daira,Espinoza,Da fieno,2020-03-19,Producto X,4,5,4,5,5
12636,Cleopatra,Urbina,Agrada,2020-01-27,Producto X,5,5,5,5,5
12637,Azura,Quiñónez,Otero,2020-01-12,Producto X,3,5,5,5,5
12638,Alejandra,Matías,Barrios,2020-02-17,Producto X,5,-1,5,5,5
12639,Isidora,Valentín,Amaral,2020-01-31,Producto X,5,4,5,5,5
12640,Angelina,Moraes,Mateo,2020-01-23,Producto X,3,5,4,4,5
12641,Jacobo,Vasconcellos,Queiroz,2020-02-17,Producto X,5,4,4,5,5
12642,Vicente,Casas,Benavídez,2020-01-17,Producto X,5,5,5,5,5
12643,Octavia,Cuellar,Galarza,2020-03-21,Producto X,4,4,4,5,5
12644,Wendy,Macías,Sepúlveda,2020-02-14,Producto X,4,4,-1,5,5
12645,Neptuno,Romero,Matías,2020-04-08,Producto X,5,4,4,5,4
12646,Mónica,Tovar,Hidalgo,2020-02-21,Producto Y,4,5,4,5,4
12647,Jesús,Solorio,Terán,2020-01-26,Producto X,4,5,5,3,5
12648,Alexia,Grijalva,Bermúdez,2020-03-05,Producto X,3,5,4,4,5
12649,Sebastián,Gallegos,Ulibarri,2020-02-04,Producto X,4,5,5,5,5
12650,Margarita,Docarmo,Pedraza,2020-03-18,Producto X,4,2,4,5,4
12651,JasmÃ­n,Docarmo,Sanches,2020-02-09,Producto Y,3,4,-1,5,2
12652,Leandra,Juárez,Gallegos,2020-02-29,Producto X,3,4,3,5,5
12653,Felix,Maestas,Muro,2020-02-15,Producto Y,-1,4,3,4,2
12654,Rosana,Alicea,Calienes,2020-03-09,Producto X,4,4,5,4,5
12655,Bárbara,Covarrubias,Paredes,2020-02-13,Producto Y,3,3,3,2,4
12656,Isidora,Junior,Rojo,2020-03-28,Producto X,4,3,5,4,-1
12657,Juana,Colunga,Alburqueque,2020-03-25,Producto X,5,4,4,5,-1
12658,Jade,Henríquez,Posada,2020-01-02,Producto X,5,-1,4,4,5
12659,Rigoberto,Pineda,Mata,2020-02-20,Producto Y,3,3,4,4,3
12660,Estefaní­a,Salgado,Otero,2020-02-18,Producto X,4,5,4,5,5
12661,Emilia,Nostades,Polanco,2020-02-10,Producto Y,4,2,1,4,3
12662,Casandra,Irizarry,Castellanos,2020-01-17,Producto X,3,-1,4,2,2
12663,Candela,Lemus,Pomar,2020-02-05,Producto Y,5,-1,3,4,3
12664,Yvonne,Mena,Caldera,2020-03-01,Producto X,5,5,-1,-1,3
12665,Cecilia,Minauro,Vasconcellos,2020-02-20,Producto Y,5,4,4,1,3
12666,Teresa,Báez,Méndez,2020-02-23,Producto X,5,4,5,5,4
12667,Reyna,Cervántez,Burgos,2020-02-08,Producto X,5,4,5,4,4
12668,Sol,Fuentes,Carrera,2020-03-11,Producto X,4,4,5,5,5
12669,Dino,Villareal,Da silva,2020-02-13,Producto X,4,5,5,4,5
12670,Rafael,Teixeira,Verduzco,2020-01-08,Producto X,4,5,4,5,4
12671,Caleb,Valentín,Ocampo,2020-01-08,Producto X,5,5,4,-1,5
12672,Tía,Barela,Matías,2020-02-02,Producto Y,4,1,3,4,-1
12673,Pablo,Batista,Chávez,2020-01-08,Producto Y,3,5,3,2,-1
12674,Marisol,Chavarría,Saiz,2020-01-13,Producto X,-1,-1,4,-1,4
12675,Brisa,Do carmo,Hernández,2020-02-04,Producto X,5,5,4,4,-1
12676,Violeta,De oliveira,Zambrano,2020-01-25,Producto X,5,3,-1,4,5
12677,Mónica,Guzmán,Cerda,2020-03-31,Producto X,5,-1,5,4,5
12678,Gracia,Pires,Da souza,2020-03-08,Producto X,5,4,4,5,-1
12679,Rubí,Camarillo,Queiroz,2020-02-12,Producto X,5,-1,4,3,5
12680,Nuria,Becerra,Da costa,2020-02-08,Producto X,-1,4,5,5,5
12681,Eliana,Correa,Gonzales,2020-01-24,Producto X,4,3,5,5,3
12682,Talia,Polanco,Oporto,2020-01-15,Producto X,5,4,5,5,5
12683,Carla,Padua,Alonzo,2020-02-26,Producto X,4,3,4,5,5
12684,Santiago,Ontiveros,Sousa,2020-03-05,Producto X,4,5,5,5,-1
12685,Fortunato,Alba,Ortiz,2020-02-04,Producto X,5,5,4,5,5
12686,Bella,Calvillo,Loya,2020-02-06,Producto X,5,5,5,4,4
12687,Desirée,Daga,Pantoja,2020-01-14,Producto X,5,5,2,4,5
12688,Elí­as,Velasco,Vela,2020-01-04,Producto X,5,4,5,5,4
12689,Angélica,Melgar,Hernández,2020-03-25,Producto X,4,5,4,5,4
12690,Milagros,Alva,Negrón,2020-02-19,Producto X,4,5,5,5,5
12691,Alana,Hinojosa,Barajas,2020-01-09,Producto Y,4,3,-1,4,2
12692,Eliseo,Soliz,Sanabria,2020-01-02,Producto Y,4,3,4,3,5
12693,Inés,Adaro,Ávalos,2020-03-18,Producto X,5,-1,5,3,5
12694,Elí­as,Leiva,Arellano,2020-01-02,Producto X,5,5,5,3,-1
12695,Brenda,Corral,Flórez,2020-04-07,Producto X,4,4,2,5,5
12696,Déborah,Lucero,Muro,2020-01-13,Producto X,5,5,-1,4,5
12697,Cleopatra,Bustos,Faria,2020-03-11,Producto X,5,-1,4,-1,5
12698,Florencia,Tejeda,Cabán,2020-02-28,Producto X,5,3,4,5,4
12699,Isaac,Llamas,Da cunha,2020-03-10,Producto X,3,-1,5,4,-1
12700,Esteban,Mota,Amaya,2020-02-10,Producto X,5,5,5,5,5
12701,Luis,Reynoso,Briseño,2020-02-18,Producto X,5,5,4,3,4
12702,Luna,Almaraz,Grijalva,2020-04-04,Producto X,5,4,4,4,4
12703,Estrella,Baca,Barrera,2020-02-18,Producto Y,1,4,4,5,3
12704,Luperco,Mata,Muro,2020-04-10,Producto X,4,5,5,5,4
12705,Viviana,Vives,Centeno,2020-02-28,Producto Y,5,3,-1,2,3
12706,Estela,Gallegos,Alburqueque,2020-01-29,Producto X,4,3,5,5,5
12707,Yolanda,Ruiz,Abreu,2020-01-16,Producto Y,3,3,5,4,5
12708,Bárbara,Salgado,de Jesús,2020-01-06,Producto Y,4,4,4,3,5
12709,Adriana,Domingues,Valdivia,2020-02-25,Producto X,5,4,5,5,4
12710,Virginia,Gurule,Nava,2020-01-29,Producto X,3,5,4,5,5
12711,Nevada,Centeno,Rentería,2020-01-18,Producto X,4,5,5,3,4
12712,Emanuel,Barraza,Córdova,2020-02-29,Producto X,5,5,5,5,3
12713,Déborah,Zamudio,Sanabria,2020-02-11,Producto Y,5,-1,2,2,2
12714,Octavia,Rincón,Alcabes,2020-01-05,Producto X,4,3,-1,5,-1
12715,Rafael,Aponte,Rico,2020-02-24,Producto X,5,3,5,5,-1
12716,Norma,Abreu,Esquivel,2020-03-11,Producto X,4,5,5,5,5
12717,Zoe,Batista,Acosta,2020-01-14,Producto Y,4,4,5,4,3
12718,Mariana,Cavazos,Delgadillo,2020-04-12,Producto X,-1,5,4,-1,4
12719,Rosa,Lerma,Portuguez,2020-02-27,Producto X,3,3,4,5,5
12720,Nadia,Casares,Jimínez,2020-03-28,Producto X,-1,-1,5,-1,5
12721,Luana,Molina,Ojeda,2020-02-09,Producto Y,5,5,3,1,4
12722,Dolores,Adaro,Cardenas,2020-03-18,Producto X,5,4,4,4,5
12723,Alma,Niño,Luevano,2020-02-02,Producto X,-1,3,5,5,5
12724,Benjamí­n,Crespo,Almaraz,2020-04-12,Producto X,5,5,5,5,4
12725,Sol,Serrato,Ledesma,2020-03-27,Producto X,5,5,4,-1,-1
12726,Marianela,Adorno,Valadez,2020-03-12,Producto X,2,4,5,5,5
12727,Yara,Mejía,Laureano,2020-01-29,Producto X,4,-1,4,5,4
12728,Violeta,Pantoja,Malave,2020-03-07,Producto X,4,4,3,5,4
12729,Déborah,Da souza,Hernádez,2020-04-06,Producto X,-1,5,4,4,5
12730,Tomás,Texeira,Treviño,2020-01-31,Producto X,5,5,4,4,-1
12731,Dolores,Hernádez,Armijo,2020-04-11,Producto X,4,5,5,3,5
12732,Tiara,Almaraz,Delapaz,2020-04-04,Producto X,4,5,4,4,-1
12733,Candelaria,Coronado,Quintanilla,2020-03-31,Producto X,5,5,4,4,5
12734,Gianina,Ferreira,Chacón,2020-03-06,Producto X,-1,5,4,5,5
12735,Antonella,Ortega,Espinoza,2020-02-19,Producto X,5,3,5,5,-1
12736,Iván,Mateo,Aponte,2020-03-25,Producto X,5,-1,5,4,5
12737,Tomás,Esquibel,Duran,2020-01-04,Producto X,4,3,5,-1,5
12738,Linda,Uribe,Montalvo,2020-03-11,Producto X,4,-1,-1,5,5
12739,Nina,Pedroza,Vásquez,2020-02-05,Producto X,5,3,5,4,4
12740,Perla,Olivárez,Lebrón,2020-01-29,Producto X,3,-1,5,5,5
12741,Vicente,Solorzano,Padrón,2020-02-02,Producto X,5,5,4,5,4
